3, 3*x0^2 + 2*x1^2 - 3*x0*x2 + x1*x2 + 5*x2^2 - 2*x0*x3 - 2*x1*x3 + 3*x2*x3 - 5*x0*x4 + 2*x1*x4 + 4*x2*x4, 3*x0^3 - x0^2*x1 - 2*x0*x1^2 + 4*x1^3 + x0^2*x2 - 5*x0*x1*x2 - 4*x1^2*x2 + 4*x0*x2^2 + 4*x1*x2^2 - 2*x2^3 + 2*x0^2*x3 - 3*x0*x1*x3 + x1^2*x3 - 3*x0*x2*x3 - 3*x1*x2*x3 - 3*x2^2*x3 - 2*x0*x3^2 - 3*x2*x3^2 - x0^2*x4 - 4*x0*x1*x4 + 3*x1^2*x4 + 2*x0*x2*x4 + 5*x2^2*x4 + 3*x0*x3*x4 - 4*x1*x3*x4 + 2*x2*x3*x4 - 5*x0*x4^2 - 2*x1*x4^2 - 5*x2*x4^2, t^22 - 6*t^21 - 9*t^20 + 108*t^19 - 54*t^18 - 567*t^17 + 243*t^16 + 729*t^15 + 4374*t^14 + 6561*t^13 - 59049*t^12 + 531441*t^10 - 531441*t^9 - 3188646*t^8 - 4782969*t^7 - 14348907*t^6 + 301327047*t^5 + 258280326*t^4 - 4649045868*t^3 + 3486784401*t^2 + 20920706406*t - 31381059609, t^22 - 6*t^21 - 9*t^20 + 108*t^19 - 54*t^18 - 729*t^17 + 1215*t^16 + 2187*t^15 - 13122*t^14 + 19683*t^13 + 19683*t^12 - 177147*t^10 - 1594323*t^9 + 9565938*t^8 - 14348907*t^7 - 71744535*t^6 + 387420489*t^5 + 258280326*t^4 - 4649045868*t^3 + 3486784401*t^2 + 20920706406*t - 31381059609, 608.370
17, 3*x0^2 - x0*x1 - 4*x1^2 - 4*x0*x2 + x1*x2 - x2^2 - x0*x3 - 2*x1*x3 + 4*x2*x3 - 4*x1*x4 - 2*x2*x4, 3*x0^3 + 3*x0^2*x1 - 5*x0*x1^2 + x1^3 + 5*x0^2*x2 - 5*x0*x1*x2 - 4*x1^2*x2 + x1*x2^2 + x2^3 - 2*x0*x1*x3 + x1^2*x3 - 5*x0*x2*x3 + 2*x2^2*x3 + 3*x0*x3^2 - 2*x1*x3^2 - 5*x2*x3^2 + 4*x0^2*x4 - 2*x0*x1*x4 - 4*x1^2*x4 + 2*x1*x2*x4 - 4*x2^2*x4 - x0*x3*x4 + 3*x1*x3*x4 + 2*x0*x4^2 - 5*x2*x4^2, t^22 - 29*t^21 - 323*t^20 + 20519*t^19 - 98260*t^18 - 5929991*t^17 + 66733279*t^16 + 772402208*t^15 - 11899821517*t^14 - 104636361615*t^13 + 948703011976*t^12 + 32255902407184*t^11 + 274175170461064*t^10 - 8739333558446415*t^9 - 287232762954272173*t^8 + 5388090449900829728*t^7 + 134533883420961342271*t^6 - 3454944623172347662151*t^5 - 16544805237726735283540*t^4 + 998478996096808474361639*t^3 - 4542376278017875172095907*t^2 - 117862710792779603149646429*t + 1174562876521148458974062689, t^22 - 5*t^21 - 731*t^20 - 2601*t^19 + 294780*t^18 + 2589151*t^17 - 78092135*t^16 - 579301656*t^15 + 11079144171*t^14 + 118587876497*t^13 - 2846109035928*t^12 + 822525511383192*t^10 - 9904578032905937*t^9 - 267423606888460299*t^8 + 4041067837425622296*t^7 + 157433267833039868615*t^6 - 1508496948145672922911*t^5 - 49634415713180205850620*t^4 + 126567760068609524919081*t^3 + 10280114734461506968427579*t^2 + 20321157033237862612008005*t - 1174562876521148458974062689, 447.350
5, -2*x0^2 - 2*x1^2 - 4*x0*x2 - 5*x1*x2 - 4*x2^2 + 3*x0*x3 - 4*x1*x3 + 2*x2*x3 + 4*x0*x4 + 3*x2*x4, x0^2*x1 + 2*x0*x1^2 - 3*x1^3 - 2*x0^2*x2 - 4*x0*x1*x2 + 3*x1^2*x2 + 2*x0*x2^2 + 3*x1*x2^2 - 3*x2^3 + 4*x0^2*x3 + x0*x1*x3 + 5*x1^2*x3 - 5*x0*x2*x3 - x1*x2*x3 - 3*x2^2*x3 + 2*x0*x3^2 + 4*x1*x3^2 - 3*x2*x3^2 - 5*x0^2*x4 + 5*x0*x1*x4 + 5*x1^2*x4 - 2*x0*x2*x4 + 2*x2^2*x4 - 5*x0*x3*x4 + x1*x3*x4 - 5*x2*x3*x4 - 4*x0*x4^2 + x1*x4^2 + 2*x2*x4^2, t^22 - 3*t^21 - 30*t^20 - 100*t^19 + 5625*t^17 + 31250*t^16 - 31250*t^15 - 390625*t^14 - 2734375*t^13 - 11718750*t^12 + 292968750*t^10 + 1708984375*t^9 + 6103515625*t^8 + 12207031250*t^7 - 305175781250*t^6 - 1373291015625*t^5 + 15258789062500*t^3 + 114440917968750*t^2 + 286102294921875*t - 2384185791015625, t^22 - 7*t^21 - 10*t^20 + 300*t^19 - 2000*t^18 + 4375*t^17 + 37500*t^16 - 312500*t^15 + 1015625*t^14 - 390625*t^13 - 23437500*t^12 + 175781250*t^11 - 585937500*t^10 - 244140625*t^9 + 15869140625*t^8 - 122070312500*t^7 + 366210937500*t^6 + 1068115234375*t^5 - 12207031250000*t^4 + 45776367187500*t^3 - 38146972656250*t^2 - 667572021484375*t + 2384185791015625, 1168.100
3, 3*x0^2 + x0*x1 - 2*x1^2 - 3*x0*x2 + 4*x1*x2 - 2*x2^2 + 2*x0*x3 + 2*x1*x3 - 3*x2*x3 + x0*x4 + x1*x4 - 5*x2*x4, -x0^3 - 3*x0^2*x1 + x0*x1^2 + 5*x1^3 - 4*x0^2*x2 + 3*x1^2*x2 + 5*x0*x2^2 - 4*x1*x2^2 + x2^3 - 4*x0^2*x3 + x0*x1*x3 - 5*x0*x2*x3 + 2*x1*x2*x3 + 4*x2^2*x3 - x0*x3^2 + 3*x1*x3^2 + 2*x2*x3^2 - 4*x0^2*x4 + 2*x0*x1*x4 + x1^2*x4 - x0*x2*x4 + 5*x1*x2*x4 - x2^2*x4 + 2*x1*x3*x4 + x2*x3*x4 + 4*x1*x4^2 - x2*x4^2, t^22 - 6*t^21 + 3*t^20 + 45*t^19 - 189*t^18 + 648*t^17 - 729*t^16 - 2916*t^15 + 10935*t^14 - 26244*t^13 + 19683*t^12 + 118098*t^11 + 177147*t^10 - 2125764*t^9 + 7971615*t^8 - 19131876*t^7 - 43046721*t^6 + 344373768*t^5 - 903981141*t^4 + 1937102445*t^3 + 1162261467*t^2 - 20920706406*t + 31381059609, t^22 - 6*t^21 + 3*t^20 + 27*t^19 - 81*t^18 + 324*t^17 + 243*t^16 - 2916*t^15 + 2187*t^14 - 59049*t^12 + 354294*t^11 - 531441*t^10 + 1594323*t^8 - 19131876*t^7 + 14348907*t^6 + 172186884*t^5 - 387420489*t^4 + 1162261467*t^3 + 1162261467*t^2 - 20920706406*t + 31381059609, 563.260
19, 3*x0^2 - x0*x1 + 2*x1^2 + 3*x0*x2 - 3*x1*x2 - 4*x2^2 - 3*x0*x3 - 4*x1*x3 - 3*x2*x3 + 4*x0*x4 + 2*x1*x4 - 5*x2*x4, 5*x0^3 - 4*x0^2*x1 + 5*x0*x1^2 - x1^3 + 3*x0^2*x2 + 5*x0*x1*x2 - x1^2*x2 + 5*x0*x2^2 + x1*x2^2 - x2^3 + 4*x0^2*x3 - x0*x1*x3 + 4*x0*x2*x3 - x1*x2*x3 - 4*x2^2*x3 + 3*x0*x3^2 + x1*x3^2 - 2*x2*x3^2 + x0^2*x4 - 5*x0*x1*x4 - 5*x1^2*x4 - 5*x0*x2*x4 - 2*x1*x2*x4 - 3*x1*x3*x4 - 5*x0*x4^2 - 5*x1*x4^2 - 2*x2*x4^2, t^22 - 42*t^21 + 152*t^20 + 20938*t^19 - 569297*t^18 + 8861828*t^17 - 47045881*t^16 - 2963890503*t^15 + 101007506507*t^14 - 1698356304100*t^13 + 18070511075624*t^12 - 6523454498300264*t^10 + 221331491906616100*t^9 - 4751987131235047667*t^8 + 50337421204321699623*t^7 + 288441413567621167681*t^6 - 19614016122598239402308*t^5 + 454872109196138581432937*t^4 - 6039386317278852008904778*t^3 - 15827357245282508712991832*t^2 + 1578778885216930244120935242*t - 13569980418174090907801371961, t^22 + 4*t^21 - 722*t^20 - 10108*t^19 + 20577*t^18 + 1563852*t^17 + 91615663*t^16 + 2117064645*t^15 + 4469358695*t^14 - 305704134738*t^13 - 8389880142254*t^12 - 183931987734030*t^11 - 3028746731353694*t^10 - 39839668543190898*t^9 + 210264917311285295*t^8 + 35955300860229785445*t^7 + 561701700105367537063*t^6 + 3461296962811454012172*t^5 + 16441160573354406557817*t^4 - 2915565808341514762919548*t^3 - 75179946915091916386711202*t^2 + 150359893830183832773422404*t + 13569980418174090907801371961, 459.940
11, 4*x0^2 - 2*x0*x1 - 3*x1^2 + 5*x0*x2 - 3*x1*x2 + 3*x2^2 - 4*x0*x3 - 4*x1*x3 + 4*x2*x3 - 2*x0*x4 - 4*x1*x4 + 4*x2*x4, -5*x0^3 + x0^2*x1 + 4*x0*x1^2 - 2*x1^3 - x0^2*x2 - x0*x1*x2 - x1^2*x2 + 3*x0*x2^2 - 5*x1*x2^2 + 3*x2^3 + 4*x0^2*x3 - 4*x0*x1*x3 + 3*x0*x2*x3 - 4*x1*x2*x3 + 3*x2^2*x3 + 3*x0*x3^2 - 4*x2*x3^2 - 5*x0^2*x4 + 3*x0*x1*x4 + x1^2*x4 + 2*x0*x2*x4 + 5*x1*x2*x4 - 5*x2^2*x4 - x0*x3*x4 - 3*x1*x3*x4 - 4*x0*x4^2 + x1*x4^2 - x2*x4^2, t^22 - 4*t^21 - 99*t^20 + 121*t^19 - 2662*t^18 + 29282*t^17 + 483153*t^16 - 5314683*t^15 + 58461513*t^14 + 857435524*t^13 - 14147686146*t^12 - 1711870023666*t^10 + 12553713506884*t^9 + 103568136431793*t^8 - 1139249500749723*t^7 + 12531744508246953*t^6 + 91899459727144322*t^5 - 1010894056998587542*t^4 + 5559917313492231481*t^3 - 550431814035730916619*t^2 - 2690999979730240036804*t + 81402749386839761113321, t^22 - 18*t^21 + 55*t^20 + 363*t^19 - 5324*t^18 + 58564*t^17 + 161051*t^16 - 1771561*t^15 + 19487171*t^14 - 1714871048*t^13 + 14147686146*t^12 - 1711870023666*t^10 + 25107427013768*t^9 - 34522712143931*t^8 + 379749833583241*t^7 - 4177248169415651*t^6 - 183798919454288644*t^5 + 2021788113997175084*t^4 - 16679751940476694443*t^3 - 305795452242072731455*t^2 + 12109499908786080165618*t - 81402749386839761113321, 1103.620
13, -2*x0^2 + 4*x0*x2 - 5*x1*x2 - 4*x2^2 + 5*x0*x3 + 4*x1*x3 + x2*x3 - 5*x0*x4 + 3*x1*x4 - 4*x2*x4, 2*x0^3 - 5*x0^2*x1 - 5*x0*x1^2 + 5*x1^3 + 3*x0^2*x2 - 4*x0*x1*x2 + x1^2*x2 + 5*x0*x2^2 - 5*x1*x2^2 - 5*x2^3 + 2*x0^2*x3 - 4*x0*x1*x3 - x1^2*x3 - 2*x0*x2*x3 + 5*x1*x2*x3 + x2^2*x3 + 5*x0*x3^2 - 4*x1*x3^2 - x2*x3^2 + 2*x0^2*x4 + 2*x0*x1*x4 - 4*x0*x2*x4 - 2*x1*x2*x4 + 3*x2^2*x4 - 3*x0*x3*x4 - 5*x1*x3*x4 - 4*x2*x3*x4 - 2*x0*x4^2 - 3*x1*x4^2 - 3*x2*x4^2, t^22 - 43*t^21 + 676*t^20 - 2028*t^19 - 103259*t^18 + 1827904*t^17 - 10767497*t^16 - 14480427*t^15 - 125497034*t^14 + 17946075862*t^13 - 222694486833*t^12 + 37635368274777*t^10 - 512557872694582*t^9 + 605750213184506*t^8 + 11812129157097867*t^7 + 1484390897408631953*t^6 - 42586662987723509824*t^5 + 406569548210922882851*t^4 + 1349464883423488717548*t^3 - 76019855099523197755204*t^2 + 817213442319874375868443*t - 3211838877954855105157369, t^22 - 9*t^21 - 208*t^20 - 1352*t^19 + 28561*t^18 + 685464*t^17 - 3341637*t^16 - 43441281*t^15 - 627485170*t^14 + 11420230094*t^13 + 31813498119*t^12 - 5376481182111*t^10 - 326173191714734*t^9 + 3028751065922530*t^8 + 35436387471293601*t^7 + 460673037126816813*t^6 - 15969998620396316184*t^5 - 112455406951957393129*t^4 + 899643255615659145032*t^3 + 23390724646007137770832*t^2 + 171044673973927194949209*t - 3211838877954855105157369, 398.010
13, 4*x0^2 - 2*x0*x1 - x1^2 + 2*x1*x2 - 5*x2^2 - x0*x3 - x1*x3 + x2*x3 - x0*x4 - 2*x1*x4 - 2*x2*x4, 3*x0^3 - 4*x0^2*x1 - x1^3 - 5*x0^2*x2 + 4*x0*x1*x2 + 3*x0*x2^2 - 4*x1*x2^2 + 4*x2^3 - 2*x0^2*x3 + 4*x0*x1*x3 + 2*x1^2*x3 + x0*x2*x3 - 2*x1*x2*x3 + 5*x2^2*x3 + x0*x3^2 + 2*x1*x3^2 - 2*x2*x3^2 - 5*x0^2*x4 + 5*x0*x1*x4 - x1^2*x4 + x0*x2*x4 - 5*x1*x2*x4 - x2^2*x4 - 4*x0*x3*x4 - 3*x1*x3*x4 + 5*x2*x3*x4 - 5*x0*x4^2 + 5*x1*x4^2 + 4*x2*x4^2, t^22 - 16*t^21 + 26*t^20 + 1352*t^19 - 48334*t^18 + 599781*t^17 - 5940688*t^16 - 19307236*t^15 + 2007952544*t^14 - 22024729467*t^13 + 180276489341*t^12 - 30466726698629*t^10 + 629048298306987*t^9 - 9692003410952096*t^8 + 15749505542797156*t^7 + 818974288225452112*t^6 - 13973748792846776661*t^5 + 190309150226389434526*t^4 - 899643255615659145032*t^3 - 2923840580750892221354*t^2 + 304079420398092791020816*t - 3211838877954855105157369, t^22 - 10*t^21 - 52*t^20 - 1014*t^19 - 17576*t^18 + 257049*t^17 - 1485172*t^16 + 115843416*t^15 + 250994068*t^14 - 7341576489*t^13 - 10604499373*t^12 - 2205735869584*t^11 - 1792160394037*t^10 - 209682766102329*t^9 + 1211500426369012*t^8 + 94497033256782936*t^7 - 204743572056363028*t^6 + 5988749482648618569*t^5 - 69203327355050703464*t^4 - 674732441711744358774*t^3 - 5847681161501784442708*t^2 - 190049637748807994388010*t + 3211838877954855105157369, 420.310
5, x0^2 - 4*x0*x1 + x1^2 - 3*x0*x2 + 5*x1*x2 + 2*x2^2 + 2*x0*x3 + 5*x1*x3 + x2*x3 - 5*x0*x4 + x1*x4 + 3*x2*x4, -2*x0^3 - 4*x0^2*x1 + 4*x0*x1^2 - 3*x1^3 - x0^2*x2 + x0*x1*x2 - 2*x1^2*x2 - 5*x0*x2^2 - 2*x1*x2^2 - 2*x2^3 + 3*x0^2*x3 - 3*x0*x1*x3 - 5*x1^2*x3 - 2*x0*x2*x3 - 5*x1*x2*x3 + 3*x2^2*x3 - 4*x0*x3^2 - 3*x2*x3^2 - 2*x0^2*x4 + 3*x0*x1*x4 + x1^2*x4 + 5*x0*x2*x4 + x1*x2*x4 + 2*x2^2*x4 - 3*x0*x3*x4 + x1*x3*x4 - x2*x3*x4 - 5*x0*x4^2 - 4*x1*x4^2 + 2*x2*x4^2, t^22 - 19*t^21 + 125*t^20 - 300*t^19 + 1250*t^17 - 93750*t^15 + 859375*t^14 - 4296875*t^13 + 13671875*t^12 - 341796875*t^10 + 2685546875*t^9 - 13427734375*t^8 + 36621093750*t^7 - 305175781250*t^5 + 45776367187500*t^3 - 476837158203125*t^2 + 1811981201171875*t - 2384185791015625, t^22 - t^21 - 55*t^20 + 100*t^19 + 500*t^18 - 1250*t^17 + 12500*t^16 - 31250*t^15 - 78125*t^14 - 390625*t^13 - 1953125*t^12 + 48828125*t^10 + 244140625*t^9 + 1220703125*t^8 + 12207031250*t^7 - 122070312500*t^6 + 305175781250*t^5 - 3051757812500*t^4 - 15258789062500*t^3 + 209808349609375*t^2 + 95367431640625*t - 2384185791015625, 934.420
13, x0*x1 - x1^2 + 3*x0*x2 - x1*x2 + 5*x2^2 - 5*x0*x3 + 5*x1*x3 + 2*x2*x3 + x0*x4 - x1*x4 + x2*x4, 5*x0^3 - 4*x0^2*x1 - x0*x1^2 - 5*x1^3 - 3*x0^2*x2 - 5*x1^2*x2 + 5*x0*x2^2 + 2*x1*x2^2 + 3*x2^3 - x0^2*x3 - 2*x0*x1*x3 + 4*x1^2*x3 - 3*x0*x2*x3 + x1*x2*x3 + 5*x2^2*x3 - 4*x0*x3^2 - x1*x3^2 - 3*x2*x3^2 + 5*x0^2*x4 + 5*x0*x1*x4 + 5*x1^2*x4 - 5*x0*x2*x4 - 5*x1*x2*x4 + 5*x2^2*x4 + 2*x0*x3*x4 + 4*x1*x3*x4 + x2*x3*x4 + 2*x0*x4^2 - 5*x1*x4^2 + 5*x2*x4^2, t^22 - 27*t^21 + 26*t^20 + 2197*t^19 + 19773*t^18 - 199927*t^17 + 4826809*t^16 - 135150652*t^15 + 125497034*t^14 + 13051691536*t^13 - 74231495611*t^12 + 12545122758259*t^10 - 372769361959696*t^9 - 605750213184506*t^8 + 110246538799580092*t^7 - 665416609183179841*t^6 + 4657916264282258887*t^5 - 77853743274432041397*t^4 - 1461920290375446110677*t^3 - 2923840580750892221354*t^2 + 513134021921781584847627*t - 3211838877954855105157369, t^22 - 25*t^21 - 26*t^20 + 6591*t^19 - 85683*t^18 + 428415*t^17 + 6311981*t^16 - 193072360*t^15 + 1380467374*t^14 + 3262922884*t^13 - 31813498119*t^12 + 5376481182111*t^10 - 93192340489924*t^9 - 6663252345029566*t^8 + 157495055427971560*t^7 - 870160181239542869*t^6 - 9981249137747697615*t^5 + 337366220855872179387*t^4 - 4385760871126338332031*t^3 + 2923840580750892221354*t^2 + 475124094372019985970025*t - 3211838877954855105157369, 245.610
